ds,y
2016-10-04,776.429993
2016-10-05,776.469971
2016-10-06,776.859985
2016-10-07,775.080017
2016-10-10,785.940002
2016-10-11,783.070007
2016-10-12,786.140015
2016-10-13,778.190002
2016-10-14,778.530029
2016-10-17,779.960022
2016-10-18,795.26001
2016-10-19,801.5
2016-10-20,796.969971
2016-10-21,799.369995
2016-10-24,813.109985
2016-10-25,807.669983
2016-10-26,799.070007
2016-10-27,795.349976
2016-10-28,795.369995
2016-10-31,784.539978
2016-11-01,783.609985
2016-11-02,768.700012
2016-11-03,762.130005
2016-11-04,762.02002
2016-11-07,782.52002
2016-11-08,790.51001
2016-11-09,785.309998
2016-11-10,762.559998
2016-11-11,754.02002
2016-11-14,736.080017
2016-11-15,758.48999
2016-11-16,764.47998
2016-11-17,771.22998
2016-11-18,760.539978
2016-11-21,769.200012
2016-11-22,768.27002
2016-11-23,760.98999
2016-11-25,761.679993
2016-11-28,768.23999
2016-11-29,770.840027
2016-11-30,758.039978
2016-12-01,747.919983
2016-12-02,750.5
2016-12-05,762.52002
2016-12-06,759.109985
2016-12-07,771.190002
2016-12-08,776.419983
2016-12-09,789.289978
2016-12-12,789.27002
2016-12-13,796.099976
2016-12-14,797.070007
2016-12-15,797.849976
2016-12-16,790.799988
2016-12-19,794.200012
2016-12-20,796.419983
2016-12-21,794.559998
2016-12-22,791.26001
2016-12-23,789.909973
2016-12-27,791.549988
2016-12-28,785.049988
2016-12-29,782.789978
2016-12-30,771.820007
2017-01-03,786.140015
2017-01-04,786.900024
2017-01-05,794.02002
2017-01-06,806.150024
2017-01-09,806.650024
2017-01-10,804.789978
2017-01-11,807.909973
2017-01-12,806.359985
2017-01-13,807.880005
2017-01-17,804.609985
2017-01-18,806.070007
2017-01-19,802.174988
2017-01-20,805.02002
2017-01-23,819.309998
2017-01-24,823.869995
2017-01-25,835.669983
2017-01-26,832.150024
2017-01-27,823.309998
2017-01-30,802.320007
2017-01-31,796.789978
2017-02-01,795.695007
2017-02-02,798.530029
2017-02-03,801.48999
2017-02-06,801.340027
2017-02-07,806.969971
2017-02-08,808.380005
2017-02-09,809.559998
2017-02-10,813.669983
2017-02-13,819.23999
2017-02-14,820.450012
2017-02-15,818.97998
2017-02-16,824.159973
2017-02-17,828.070007
2017-02-21,831.659973
2017-02-22,830.76001
2017-02-23,831.330017
2017-02-24,828.640015
2017-02-27,829.280029
2017-02-28,823.210022
2017-03-01,835.23999
2017-03-02,830.630005
2017-03-03,829.080017
2017-03-06,827.780029
2017-03-07,831.909973
2017-03-08,835.369995
2017-03-09,838.679993
2017-03-10,843.25
2017-03-13,845.539978
2017-03-14,845.619995
2017-03-15,847.200012
2017-03-16,848.780029
